"","school","treat","girl","sooloca","boy"
"51077",1,1,0,263,1
"51078",1,1,0,263,1
"51079",1,1,1,263,0
"51080",0,1,1,263,0
"51081",1,1,1,263,0
"51082",1,1,1,263,0
"51083",1,1,1,263,0
"51084",1,1,0,263,1
"51085",1,1,0,263,1
"51086",1,1,1,263,0
"51087",0,1,1,263,0
"51088",1,1,0,263,1
"51090",1,1,1,263,0
"51091",1,1,1,263,0
"51092",1,1,0,263,1
"51093",1,1,1,263,0
"51094",1,1,0,263,1
"51095",1,1,0,263,1
"51096",1,1,0,263,1
"51098",1,1,1,263,0
"51099",1,1,1,263,0
"51100",1,1,1,263,0
"51101",1,1,0,263,1
"51102",1,1,0,263,1
"51103",0,1,0,264,1
"51104",1,1,1,264,0
"51105",1,1,0,264,1
"51106",1,1,1,264,0
"51107",1,1,0,264,1
"51108",1,1,0,264,1
"51109",1,1,0,264,1
"51110",0,1,1,264,0
"51111",1,1,1,264,0
"51112",1,1,0,264,1
"51113",0,1,1,264,0
"51114",1,1,0,264,1
"51115",0,1,0,264,1
"51116",1,1,0,264,1
"51117",1,1,1,264,0
"51118",1,1,1,264,0
"51119",0,1,1,264,0
"51120",1,1,0,264,1
"51121",1,1,0,264,1
"51122",1,1,0,264,1
"51123",1,1,1,264,0
"51124",0,1,1,264,0
"51125",0,1,0,264,1
"51126",1,1,0,264,1
"51127",1,1,0,264,1
"51128",1,1,0,264,1
"51129",1,1,0,264,1
"51130",1,1,1,264,0
"51131",1,1,1,264,0
"51132",1,1,0,264,1
"51133",0,1,0,264,1
"51134",1,0,1,265,0
"51135",1,0,0,265,1
"51136",0,0,1,265,0
"51137",1,0,1,265,0
"51138",1,0,0,266,1
"51139",1,0,1,266,0
"51140",1,0,0,266,1
"51141",1,0,0,266,1
"51142",1,0,1,266,0
"51143",1,0,1,266,0
"51144",0,0,0,266,1
"51145",0,0,1,266,0
"51146",1,0,0,266,1
"51147",1,0,1,266,0
"51148",0,0,1,266,0
"51149",0,0,1,266,0
"51150",1,0,0,266,1
"51151",1,0,1,266,0
"51152",1,0,1,266,0
"51153",1,0,1,266,0
"51155",1,1,1,267,0
"51157",0,1,1,267,0
"51158",0,1,0,267,1
"51159",0,1,0,267,1
"51160",1,1,1,267,0
"51161",1,1,1,267,0
"51162",1,1,1,267,0
"51163",0,1,0,267,1
"51164",1,1,0,267,1
"51165",1,1,0,267,1
"51166",1,1,1,267,0
"51167",0,1,1,267,0
"51168",1,1,1,267,0
"51169",1,1,1,267,0
"51170",1,1,0,267,1
"51171",1,1,1,267,0
"51172",1,1,0,268,1
"51173",0,1,0,268,1
"51174",1,1,1,268,0
"51175",1,1,0,268,1
"51176",1,1,1,268,0
"51177",1,1,0,268,1
"51178",1,1,0,268,1
"51179",1,1,0,268,1
"51180",1,1,0,268,1
"51181",0,1,0,268,1
"51182",1,1,1,268,0
"51183",1,1,0,268,1
"51184",1,1,0,268,1
"51185",1,1,1,268,0
"51186",1,1,1,268,0
"51187",1,1,0,268,1
"51188",1,1,1,268,0
"51189",1,1,1,268,0
"51190",1,1,1,268,0
"51191",0,1,1,268,0
"51192",1,1,0,268,1
"51193",0,1,1,268,0
"51194",1,1,1,268,0
"51195",1,1,0,268,1
"51196",1,1,1,268,0
"51197",1,1,0,268,1
"51198",1,1,1,268,0
"51199",1,1,1,268,0
"51200",1,1,0,268,1
"51201",1,1,0,268,1
"51202",1,1,1,268,0
"51203",1,1,1,268,0
"51204",0,1,0,268,1
"51205",0,1,1,268,0
"51206",0,1,0,269,1
"51207",1,1,1,269,0
"51209",1,1,0,269,1
"51210",1,1,0,269,1
"51211",1,1,0,269,1
"51212",0,1,0,269,1
"51213",0,1,1,269,0
"51214",1,1,1,269,0
"51215",1,1,0,269,1
"51216",1,1,1,269,0
"51217",1,1,1,270,0
"51218",1,1,0,270,1
"51219",1,1,1,270,0
"51220",0,1,1,270,0
"51221",1,1,1,270,0
"51222",0,1,1,270,0
"51223",1,1,0,270,1
"51224",1,1,0,270,1
"51225",1,1,0,270,1
"51226",1,1,1,270,0
"51227",0,1,0,270,1
"51228",0,1,1,270,0
"51229",0,1,0,270,1
"51230",1,1,0,270,1
"51231",0,1,0,270,1
"51232",0,1,0,270,1
"51233",0,1,1,270,0
"51234",1,1,1,270,0
"51235",0,1,1,270,0
"51236",1,1,0,270,1
"51237",1,1,1,270,0
"51238",1,1,1,270,0
"51239",1,1,0,270,1
"51240",1,1,0,270,1
"51241",0,1,1,270,0
"51242",1,1,0,270,1
"51243",0,1,1,270,0
"51244",1,1,1,270,0
"51245",1,1,0,271,1
"51246",1,1,1,271,0
"51247",1,1,0,271,1
"51248",1,1,1,271,0
"51249",1,1,1,271,0
"51250",1,1,0,271,1
"51251",1,1,0,271,1
"51252",1,1,0,271,1
"51253",1,1,0,271,1
"51254",0,1,0,271,1
"51255",1,1,1,271,0
"51256",1,1,1,271,0
"51257",1,1,1,271,0
"51258",1,1,1,271,0
"51259",0,1,0,271,1
"51260",1,1,0,271,1
"51261",1,1,1,271,0
"51262",0,1,0,271,1
"51263",1,1,1,271,0
"51264",0,1,0,271,1
"51265",0,1,0,271,1
"51266",0,1,0,271,1
"51267",0,1,1,271,0
"51268",1,1,1,271,0
"51269",1,1,0,271,1
"51270",1,1,0,271,1
"51271",1,1,0,271,1
"51272",1,1,0,271,1
"51273",1,1,0,271,1
"51274",0,1,1,271,0
"51275",0,1,0,271,1
"51276",1,1,0,271,1
"51277",0,1,1,271,0
"51278",1,1,0,271,1
"51279",1,1,1,271,0
"51280",0,1,0,271,1
"51281",1,0,1,272,0
"51282",1,0,0,272,1
"51283",1,0,1,272,0
"51284",1,0,0,272,1
"51285",0,0,1,272,0
"51286",1,0,0,272,1
"51288",1,0,0,272,1
"51289",1,0,0,272,1
"51290",1,0,0,272,1
"51291",1,0,0,272,1
"51292",1,0,1,272,0
"51293",1,0,1,272,0
"51294",1,0,0,272,1
"51295",0,0,0,272,1
"51296",1,0,1,272,0
"51297",1,0,0,272,1
"51298",1,0,1,272,0
"51300",0,0,1,272,0
"51301",1,0,0,272,1
"51302",1,0,1,272,0
"51303",0,0,1,272,0
"51304",0,0,1,272,0
"51305",1,0,1,272,0
"51306",0,0,1,272,0
"51307",0,0,1,272,0
"51308",1,0,1,272,0
"51309",0,0,1,272,0
"51310",1,0,1,272,0
"51311",1,0,0,272,1
"51312",1,0,0,272,1
"51313",1,0,0,272,1
"51314",1,0,0,272,1
"51315",1,0,0,272,1
"51316",1,0,0,272,1
"51317",0,0,0,272,1
"51318",1,0,1,272,0
"51319",1,0,1,272,0
"51320",1,0,1,272,0
"51321",1,0,1,272,0
"51322",1,0,1,272,0
"51323",1,0,0,272,1
"51324",1,0,1,272,0
"51325",1,0,0,272,1
"51326",1,0,0,272,1
"51327",0,0,1,272,0
"51328",0,0,1,272,0
"51329",0,0,1,272,0
"51330",1,0,1,272,0
"51331",1,0,1,272,0
"51332",1,0,1,272,0
"51333",1,0,1,272,0
"51334",0,0,1,272,0
"51335",1,0,1,272,0
"51337",0,0,0,272,1
"51338",0,0,1,272,0
"51340",0,0,0,272,1
"51341",1,0,1,272,0
"51343",0,0,1,272,0
"51344",0,0,1,272,0
"51345",1,0,1,272,0
"51346",1,0,1,272,0
"51347",1,0,1,272,0
"51348",1,0,0,272,1
"51349",1,0,1,272,0
"51350",1,0,0,272,1
"51351",1,0,0,272,1
"51352",1,0,0,272,1
"51353",1,0,1,272,0
"51354",1,0,0,272,1
"51355",1,0,0,272,1
"51356",0,0,0,272,1
"51357",1,0,1,272,0
"51358",0,0,1,272,0
"51359",1,0,0,272,1
"51360",1,0,0,272,1
"51361",0,0,1,272,0
"51362",1,0,0,272,1
"51363",1,0,1,272,0
"51364",0,0,1,272,0
"51365",1,0,0,272,1
"51366",1,0,1,272,0
"51367",1,0,1,272,0
"51368",0,0,0,272,1
"51369",0,0,0,272,1
"51370",1,0,1,272,0
"51371",1,0,1,272,0
"51372",0,0,1,272,0
"51373",1,0,0,272,1
"51374",1,0,0,272,1
"51375",0,0,0,272,1
"51377",0,0,0,272,1
"51378",0,0,0,272,1
"51379",1,1,0,273,1
"51380",1,1,1,273,0
"51381",1,1,0,273,1
"51382",1,1,1,273,0
"51383",1,1,0,273,1
"51384",1,1,1,273,0
"51385",1,1,0,273,1
"51386",1,1,0,273,1
"51387",1,1,1,273,0
"51388",1,1,1,273,0
"51389",0,1,0,273,1
"51390",1,1,0,273,1
"51391",0,1,1,273,0
"51392",1,1,1,273,0
"51393",1,1,0,273,1
"51394",1,1,0,273,1
"51395",0,1,0,273,1
"51396",1,1,0,273,1
"51397",1,1,0,273,1
"51398",1,1,1,273,0
"51399",1,1,1,273,0
"51400",1,1,1,273,0
"51401",1,1,0,273,1
"51402",1,1,0,273,1
"51403",1,1,0,273,1
"51405",1,1,1,273,0
"51406",1,1,1,273,0
"51407",1,1,0,273,1
"51408",1,1,1,273,0
"51409",1,1,0,273,1
"51410",0,1,1,273,0
"51411",1,1,0,273,1
"51412",1,1,1,273,0
"51413",0,1,0,273,1
"51414",1,0,0,274,1
"51415",1,0,0,274,1
"51416",0,0,0,274,1
"51417",1,0,0,274,1
"51418",1,0,0,274,1
"51419",1,0,0,274,1
"51420",1,0,0,274,1
"51421",1,0,1,274,0
"51422",1,0,1,274,0
"51423",0,0,1,274,0
"51424",1,0,1,274,0
"51425",0,0,0,274,1
"51426",1,0,1,274,0
"51427",1,0,1,274,0
"51428",0,0,1,274,0
"51429",1,0,1,274,0
"51430",1,0,0,274,1
"51431",0,0,1,274,0
"51432",1,0,0,274,1
"51433",1,0,0,274,1
"51434",0,0,1,274,0
"51435",0,0,0,274,1
"51436",1,0,1,274,0
"51437",1,0,1,274,0
"51438",1,0,0,274,1
"51439",1,0,1,274,0
"51440",1,0,0,275,1
"51441",1,0,1,275,0
"51442",1,0,1,275,0
"51443",1,0,1,275,0
"51444",1,0,0,275,1
"51445",1,0,1,275,0
"51446",1,0,1,275,0
"51447",1,0,1,275,0
"51448",1,0,1,275,0
"51449",0,0,1,275,0
"51450",1,0,0,275,1
"51451",0,0,0,275,1
"51452",0,0,1,275,0
"51453",1,0,1,275,0
"51454",0,0,0,275,1
"51455",1,0,1,275,0
"51456",0,0,0,276,1
"51457",0,0,1,276,0
"51458",1,0,1,276,0
"51459",1,0,1,276,0
"51460",0,0,0,276,1
"51461",0,0,1,276,0
"51462",1,0,1,276,0
"51463",1,0,0,276,1
"51464",0,0,1,276,0
"51465",1,0,1,276,0
"51466",1,0,0,276,1
"51467",1,0,0,277,1
"51468",1,0,0,277,1
"51469",0,0,0,277,1
"51470",1,0,0,277,1
"51471",1,0,0,277,1
"51472",0,0,0,277,1
"51473",1,0,0,277,1
"51474",1,0,1,277,0
"51475",1,0,1,277,0
"51476",0,0,0,277,1
"51477",1,0,1,277,0
"51479",1,0,1,277,0
"51480",1,0,1,277,0
"51481",0,0,1,277,0
"51482",1,0,1,277,0
"51483",0,0,0,277,1
"51484",1,0,0,277,1
"51485",0,0,0,277,1
"51486",1,0,0,277,1
"51487",1,0,1,277,0
"51488",0,0,0,277,1
"51489",1,0,1,277,0
"51490",1,0,0,277,1
"51491",1,0,0,277,1
"51492",1,0,1,277,0
"51493",1,0,0,277,1
"51494",1,0,0,277,1
"51495",1,0,1,277,0
"51496",1,0,0,277,1
"51497",1,0,0,277,1
"51498",0,0,0,277,1
"51499",1,0,1,277,0
"51500",1,1,1,278,0
"51501",1,1,0,278,1
"51502",0,1,0,278,1
"51503",1,1,0,278,1
"51504",0,1,0,278,1
"51505",0,1,1,278,0
"51506",1,1,1,278,0
"51507",1,1,1,278,0
"51508",1,1,1,278,0
"51509",0,1,1,278,0
"51510",0,1,0,278,1
"51511",1,1,0,278,1
"51512",1,1,0,278,1
"51513",0,1,1,278,0
"51514",1,1,0,278,1
"51515",0,1,0,278,1
"51516",1,1,0,279,1
"51517",1,1,0,279,1
"51518",1,1,1,279,0
"51519",0,1,1,279,0
"51520",1,1,0,279,1
"51521",1,1,1,279,0
"51522",1,1,1,279,0
"51523",1,1,0,279,1
"51524",1,1,1,279,0
"51525",0,1,0,279,1
"51526",1,1,1,279,0
"51527",1,1,0,279,1
"51528",1,1,1,279,0
"51529",1,1,0,279,1
"51530",1,1,1,279,0
"51531",0,1,1,279,0
"51532",0,1,0,279,1
"51533",1,1,0,279,1
"51534",0,1,1,279,0
"51535",0,1,0,279,1
"51536",1,1,0,279,1
"51537",1,1,0,279,1
"51538",1,1,0,279,1
"51539",0,1,1,279,0
"51540",1,1,0,279,1
"51541",1,1,0,279,1
"51542",1,1,1,279,0
"51543",1,1,0,279,1
"51544",1,1,0,279,1
"51545",1,1,1,279,0
"51546",1,1,0,279,1
"51547",0,1,0,279,1
"51548",1,1,1,279,0
"51549",1,1,1,279,0
"51550",1,1,1,279,0
"51551",1,1,1,279,0
"51552",0,1,1,279,0
"51553",1,1,0,279,1
"51554",1,1,1,279,0
"51555",1,1,1,279,0
"51556",1,1,0,279,1
"51557",1,1,0,279,1
"51558",1,1,1,279,0
"51559",1,1,0,279,1
"51560",1,1,0,279,1
"51561",1,1,0,279,1
"51562",1,1,0,279,1
"51563",0,1,1,279,0
"51564",1,1,1,279,0
"51565",1,1,0,280,1
"51566",1,1,1,280,0
"51567",1,1,0,280,1
"51569",1,1,0,280,1
"51570",1,1,0,280,1
"51572",1,1,1,280,0
"51573",1,1,1,280,0
"51574",1,1,0,280,1
"51575",1,1,0,280,1
"51576",1,1,0,280,1
"51577",1,1,1,281,0
"51578",1,1,0,281,1
"51579",1,1,0,281,1
"51580",1,1,1,281,0
"51581",1,1,1,281,0
"51582",1,1,1,281,0
"51583",0,1,0,281,1
"51584",1,1,0,281,1
"51585",0,1,1,281,0
"51586",1,1,0,281,1
"51587",1,1,1,281,0
"51588",1,1,1,281,0
"51589",1,1,0,281,1
"51590",1,1,1,281,0
"51591",1,1,1,281,0
"51592",1,1,1,281,0
"51593",1,1,1,281,0
"51594",1,1,1,281,0
"51595",1,1,0,281,1
"51596",1,1,1,281,0
"51597",1,1,1,281,0
"51598",0,1,1,281,0
"51599",0,1,0,281,1
"51600",1,1,1,281,0
"51601",1,0,0,282,1
"51602",1,0,1,282,0
"51603",0,0,0,282,1
"51604",1,0,1,282,0
"51605",0,0,1,282,0
"51606",1,0,0,282,1
"51607",0,0,0,282,1
"51608",1,0,1,282,0
"51609",0,0,1,282,0
"51610",1,0,1,282,0
"51611",0,0,0,282,1
"51612",0,0,0,282,1
"51613",1,0,0,282,1
"51614",1,0,0,282,1
"51615",1,1,1,283,0
"51616",1,1,1,283,0
"51617",1,1,1,283,0
"51618",1,1,0,283,1
"51619",1,1,0,283,1
"51620",0,1,0,283,1
"51621",1,1,0,283,1
"51622",1,1,1,283,0
"51623",1,1,0,283,1
"51624",1,1,1,283,0
"51625",0,1,0,283,1
"51626",1,1,1,283,0
"51627",1,1,1,283,0
"51628",1,1,0,283,1
"51629",1,1,1,283,0
"51630",1,1,1,283,0
"51631",1,1,1,283,0
"51632",1,1,0,283,1
"51633",0,1,0,283,1
"51634",1,1,1,283,0
"51635",1,1,0,283,1
"51637",1,1,0,283,1
"51638",1,1,0,283,1
"51639",1,1,0,283,1
"51640",1,1,1,283,0
"51641",0,1,1,283,0
"51642",1,1,1,283,0
"51643",0,1,1,284,0
"51644",0,1,0,284,1
"51645",1,1,0,284,1
"51646",1,1,1,284,0
"51647",1,1,1,284,0
"51648",1,1,0,284,1
"51650",1,1,1,284,0
"51651",1,1,0,284,1
"51652",1,1,0,284,1
"51653",1,1,1,284,0
"51654",1,1,1,284,0
"51655",0,1,0,284,1
"51656",1,1,0,284,1
"51657",1,1,1,284,0
"51658",1,1,1,284,0
"51659",1,1,1,284,0
"51660",1,1,0,284,1
"51661",0,1,1,284,0
"51662",1,1,1,284,0
"51663",1,1,1,284,0
"51665",0,1,1,284,0
"51666",0,1,1,284,0
"51668",0,0,0,285,1
"51669",1,0,0,285,1
"51670",1,0,1,285,0
"51671",0,0,0,285,1
"51672",1,0,1,285,0
"51673",0,0,0,285,1
"51674",0,0,0,285,1
"51675",1,0,1,285,0
"51676",0,0,1,285,0
"51677",1,0,0,285,1
"51678",1,0,1,285,0
"51679",1,0,0,285,1
"51680",1,0,0,285,1
"51681",1,0,1,285,0
"51682",1,0,0,285,1
"51683",0,0,0,285,1
"51684",1,0,1,285,0
"51685",1,0,0,285,1
"51686",1,0,1,285,0
"51687",1,0,0,285,1
"51688",0,0,0,285,1
"51689",1,0,1,285,0
"51690",1,0,0,286,1
"51691",1,0,0,286,1
"51692",1,0,1,286,0
"51693",0,0,0,286,1
"51694",1,0,1,286,0
"51695",0,0,1,286,0
"51696",0,0,0,286,1
"51697",1,0,0,286,1
"51698",0,0,1,286,0
"51699",1,0,0,286,1
"51700",1,0,0,286,1
"51701",0,0,1,286,0
"51702",1,0,0,286,1
"51703",1,0,0,286,1
"51704",1,0,0,286,1
"51705",0,0,1,286,0
"51706",0,0,1,286,0
"51707",0,0,1,286,0
"51708",0,0,1,286,0
"51709",1,0,0,286,1
"51710",1,0,1,286,0
"51712",1,0,0,286,1
"51713",1,0,0,286,1
"51714",1,0,0,286,1
"51715",1,0,0,286,1
"51716",1,0,1,286,0
"51717",1,0,1,286,0
"51718",0,0,1,286,0
"51719",1,0,0,286,1
"51720",1,0,0,286,1
"51721",0,0,1,286,0
"51722",1,0,1,287,0
"51723",1,0,0,287,1
"51724",1,0,0,287,1
"51725",1,0,0,287,1
"51726",0,0,0,287,1
"51727",1,0,1,287,0
"51728",0,0,1,287,0
"51729",1,0,1,287,0
"51730",1,0,0,287,1
"51731",1,0,0,287,1
"51732",1,0,1,287,0
"51733",1,0,0,287,1
"51734",1,0,1,287,0
"51735",1,0,1,287,0
"51736",1,0,1,287,0
"51737",1,0,0,287,1
"51738",0,0,1,287,0
"51739",1,0,1,287,0
"51740",1,0,1,287,0
"51741",1,0,0,287,1
"51742",1,0,1,287,0
"51743",1,0,1,287,0
"51744",1,0,1,287,0
"51745",1,0,1,287,0
"51746",1,0,0,287,1
"51747",1,0,1,287,0
"51748",1,0,1,287,0
"51749",1,0,1,287,0
"51750",1,0,1,287,0
"51751",0,0,0,287,1
"51752",1,0,0,287,1
"51753",0,0,1,287,0
"51754",0,0,1,287,0
"51755",1,0,1,287,0
"51756",1,0,1,287,0
"51757",1,0,1,287,0
"51758",1,0,0,287,1
"51759",1,0,0,287,1
"51760",1,1,1,288,0
"51761",1,1,1,288,0
"51762",1,1,1,288,0
"51763",0,1,0,288,1
"51764",0,1,0,288,1
"51765",1,1,0,288,1
"51766",1,1,1,288,0
"51767",1,1,1,288,0
"51768",1,1,0,288,1
"51769",1,1,1,288,0
"51770",0,1,0,288,1
"51771",1,1,1,288,0
"51772",1,1,1,288,0
"51773",1,1,1,288,0
"51774",1,1,0,288,1
"51775",1,1,1,288,0
"51776",1,1,0,288,1
"51777",1,1,0,288,1
"51778",1,1,1,288,0
"51779",1,1,1,288,0
"51780",0,1,1,288,0
"51781",0,1,0,288,1
"51782",1,1,0,288,1
"51783",1,1,1,288,0
"51784",1,1,1,288,0
"51785",1,1,0,288,1
"51786",0,1,1,288,0
"51787",1,1,1,288,0
"51788",1,1,0,288,1
"51789",1,1,0,288,1
"51790",1,1,0,288,1
"51791",0,1,0,288,1
"51792",1,1,0,288,1
"51793",1,1,1,288,0
"51794",1,1,0,288,1
"51795",1,1,1,288,0
"51796",1,1,1,288,0
"51797",1,1,0,288,1
"51798",1,1,0,288,1
"51799",1,1,0,288,1
"51800",1,1,1,288,0
"51801",1,1,0,288,1
"51802",1,1,0,288,1
"51803",0,1,0,288,1
"51804",1,1,0,288,1
"51805",1,1,0,288,1
"51806",1,1,0,288,1
"51807",1,1,0,288,1
"51808",1,1,1,288,0
"51809",1,1,1,288,0
"51810",1,1,1,288,0
"51811",1,1,1,288,0
"51812",1,1,0,288,1
"51813",1,1,1,288,0
"51814",1,1,0,288,1
"51815",1,1,0,288,1
"51816",1,1,0,288,1
"51817",1,1,0,288,1
"51818",1,1,1,289,0
"51819",1,1,1,289,0
"51820",1,1,0,289,1
"51821",1,1,0,289,1
"51822",1,1,0,289,1
"51823",1,1,0,289,1
"51824",1,1,0,289,1
"51825",1,1,0,289,1
"51826",1,1,1,289,0
"51827",1,1,1,289,0
"51828",1,1,0,289,1
"51829",1,1,1,289,0
"51830",1,1,0,289,1
"51831",1,1,0,289,1
"51832",1,1,1,289,0
"51833",1,1,0,289,1
"51834",1,1,1,289,0
"51835",1,1,0,289,1
"51836",1,1,1,289,0
"51837",1,1,1,289,0
"51838",1,1,1,289,0
"51839",1,1,0,289,1
"51840",0,1,0,289,1
"51841",1,1,1,289,0
"51842",1,1,0,289,1
"51843",1,1,1,289,0
"51844",1,1,1,289,0
"51845",1,1,1,289,0
"51846",1,1,1,289,0
"51847",1,1,1,289,0
"51848",1,1,0,289,1
"51849",1,1,0,289,1
"51850",1,1,0,289,1
"51851",1,1,1,289,0
"51852",1,1,1,289,0
"51853",1,1,0,289,1
"51854",1,1,1,289,0
"51855",0,1,1,289,0
"51856",0,1,1,289,0
"51857",1,1,1,289,0
"51858",1,1,1,289,0
"51859",1,1,1,289,0
"51860",1,1,1,289,0
"51861",0,1,1,289,0
"51862",1,1,0,289,1
"51864",1,1,0,289,1
"51865",1,1,1,289,0
"51866",1,1,1,289,0
"51867",0,1,0,289,1
"51868",1,1,0,289,1
"51869",1,1,0,289,1
"51870",0,1,1,289,0
"51871",1,1,0,289,1
"51872",1,1,0,289,1
"51873",1,1,0,289,1
"51874",1,1,0,289,1
"51875",1,1,0,289,1
"51876",1,1,1,289,0
"51877",1,1,1,289,0
"51878",1,1,0,289,1
"51879",1,1,1,289,0
"51880",1,0,1,290,0
"51881",1,0,0,290,1
"51882",0,0,1,290,0
"51883",0,0,1,290,0
"51884",0,0,0,290,1
"51885",1,0,0,290,1
"51886",1,0,1,290,0
"51887",1,0,1,290,0
"51888",1,0,1,290,0
"51889",1,0,1,290,0
"51890",1,0,0,290,1
"51891",0,0,1,290,0
"51892",1,0,0,290,1
"51893",0,0,0,290,1
"51894",1,0,0,290,1
"51895",1,0,1,290,0
"51896",1,0,0,290,1
"51897",1,0,0,290,1
"51898",1,0,1,290,0
"51899",1,0,1,290,0
"51900",1,0,0,290,1
"51901",1,0,1,290,0
"51902",0,0,0,290,1
"51903",0,0,0,290,1
"51904",1,0,1,290,0
"51905",1,0,0,290,1
"51906",1,0,0,290,1
"51907",0,0,0,290,1
"51908",1,0,1,290,0
"51909",1,0,0,290,1
"51910",0,0,1,291,0
"51911",1,0,1,291,0
"51912",1,0,0,291,1
"51913",0,0,0,291,1
"51914",0,0,1,291,0
"51915",1,0,0,291,1
"51917",1,0,0,291,1
"51918",1,0,0,291,1
"51919",1,0,1,291,0
"51920",1,0,0,291,1
"51921",1,0,1,291,0
"51922",0,0,1,291,0
"51923",1,0,1,291,0
"51924",1,0,1,291,0
"51925",1,0,1,291,0
"51926",0,0,1,291,0
"51927",1,0,0,291,1
"51928",1,0,0,291,1
"51929",0,0,0,291,1
"51930",1,0,0,291,1
"51931",1,0,0,291,1
"51932",1,0,1,291,0
"51933",1,0,1,291,0
"51934",1,0,1,291,0
"51935",1,0,1,291,0
"51936",0,0,1,291,0
"51937",0,1,0,292,1
"51938",1,1,0,292,1
"51939",1,1,1,292,0
"51940",1,1,0,292,1
"51941",1,1,1,292,0
"51942",1,1,0,292,1
"51943",1,1,1,292,0
"51944",1,1,1,292,0
"51945",1,1,1,292,0
"51946",1,1,0,292,1
"51947",1,1,1,292,0
"51948",0,1,0,292,1
"51949",0,1,0,292,1
"51950",0,1,0,292,1
"51951",0,1,0,292,1
"51952",1,1,0,292,1
"51953",1,1,0,292,1
"51954",1,1,0,292,1
"51955",1,1,0,292,1
"51956",1,1,1,292,0
"51957",1,1,1,292,0
"51958",1,1,0,292,1
"51959",1,1,0,292,1
"51960",1,1,0,292,1
"51961",1,1,1,292,0
"51962",1,1,1,292,0
"51963",1,1,1,292,0
"51964",1,1,0,292,1
"51965",1,1,1,292,0
"51966",1,1,1,292,0
"51967",0,1,0,292,1
"51968",1,1,0,292,1
"51969",1,1,0,292,1
"51970",1,1,0,292,1
"51971",1,1,0,292,1
"51972",1,1,1,292,0
"51973",1,1,0,292,1
"51974",1,1,1,293,0
"51975",1,1,1,293,0
"51976",1,1,0,293,1
"51977",1,1,1,293,0
"51978",1,1,0,293,1
"51979",1,1,1,293,0
"51980",0,1,0,293,1
"51981",1,1,1,293,0
"51982",1,1,0,293,1
"51983",1,1,0,293,1
"51984",1,1,1,293,0
"51985",1,1,1,293,0
"51986",1,1,0,293,1
"51987",1,1,1,293,0
"51988",1,1,1,293,0
"51989",1,1,0,293,1
"51990",1,1,0,293,1
"51991",0,1,0,293,1
"51992",0,1,0,293,1
"51993",1,1,1,293,0
"51994",1,1,0,293,1
"51995",1,1,0,293,1
"51996",1,1,0,293,1
"51997",1,1,1,293,0
"51998",0,1,0,293,1
"51999",1,1,1,293,0
"52000",1,1,1,293,0
"52001",1,1,1,293,0
"52002",1,1,1,293,0
"52003",0,0,1,294,0
"52004",0,0,0,294,1
"52005",1,0,0,294,1
"52006",1,0,0,294,1
"52007",0,0,0,294,1
"52008",1,0,1,294,0
"52009",1,0,1,294,0
"52010",1,0,0,294,1
"52011",0,0,1,294,0
"52012",1,0,0,294,1
"52013",1,0,0,294,1
"52014",0,0,0,294,1
"52015",1,0,0,294,1
"52016",1,0,0,294,1
"52017",1,0,0,294,1
"52018",1,0,1,294,0
"52019",1,0,1,294,0
"52020",1,0,0,294,1
"52021",1,0,1,295,0
"52022",1,0,1,295,0
"52023",1,0,1,295,0
"52024",1,0,0,295,1
"52025",0,0,1,295,0
"52026",1,0,0,295,1
"52027",1,0,0,295,1
"52028",1,0,0,295,1
"52029",1,0,0,295,1
"52030",1,0,1,295,0
"52031",1,0,0,295,1
"52032",1,0,0,295,1
"52033",1,0,0,295,1
"52034",1,0,1,295,0
"52035",1,0,0,295,1
"52036",1,0,0,295,1
"52037",1,0,1,295,0
"52038",0,0,1,295,0
"52039",0,0,1,295,0
"52040",0,0,1,295,0
"52041",1,0,0,295,1
"52042",0,0,1,295,0
"52043",1,0,0,295,1
"52044",0,0,1,295,0
"52045",1,0,1,295,0
"52046",1,0,1,295,0
"52047",1,0,0,295,1
"52048",1,0,0,295,1
"52049",0,0,1,295,0
"52050",1,0,1,295,0
"52051",1,0,0,295,1
"52052",1,0,1,295,0
"52053",1,0,1,295,0
"52054",0,0,0,295,1
"52055",1,0,0,295,1
"52056",0,1,1,296,0
"52057",1,1,1,296,0
"52058",0,1,1,296,0
"52059",0,1,1,296,0
"52060",1,1,0,296,1
"52061",0,1,1,296,0
"52062",1,1,1,296,0
"52063",1,1,0,296,1
"52064",1,1,1,296,0
"52065",0,1,1,296,0
"52066",0,1,0,296,1
"52067",1,1,1,296,0
"52068",1,1,1,296,0
"52069",1,1,0,297,1
"52070",1,1,1,297,0
"52071",1,1,1,297,0
"52072",1,1,1,297,0
"52073",1,1,1,297,0
"52074",1,1,1,297,0
"52075",1,1,1,297,0
"52076",1,1,1,297,0
"52077",1,1,1,297,0
"52078",1,1,0,297,1
"52079",1,1,1,297,0
"52080",0,1,1,297,0
"52081",1,1,1,297,0
"52082",1,1,0,297,1
"52083",1,1,1,297,0
"52084",1,1,1,297,0
"52085",1,1,0,297,1
"52086",1,1,0,297,1
"52087",1,1,0,297,1
"52088",1,1,1,297,0
"52089",1,1,1,297,0
"52090",1,1,0,297,1
"52091",1,1,1,297,0
"52092",0,1,1,297,0
"52093",1,1,1,297,0
"52094",0,1,0,297,1
"52095",1,1,0,297,1
"52096",1,1,0,297,1
