"","school","treat","girl","sooloca","boy"
"42820",1,1,0,1,1
"42821",1,1,0,1,1
"42822",1,1,1,1,0
"42823",1,1,0,1,1
"42824",1,1,1,1,0
"42825",0,1,0,1,1
"42826",1,1,0,1,1
"42827",1,1,1,1,0
"42828",1,1,1,1,0
"42829",0,1,1,1,0
"42830",1,1,0,1,1
"42831",1,1,0,1,1
"42832",1,1,0,1,1
"42833",0,1,0,1,1
"42834",0,1,0,1,1
"42835",1,1,1,1,0
"42836",1,1,0,1,1
"42837",1,1,1,1,0
"42838",1,1,0,1,1
"42839",0,1,1,1,0
"42840",1,1,1,1,0
"42841",0,1,0,1,1
"42842",1,1,1,1,0
"42843",1,1,0,1,1
"42844",1,1,1,1,0
"42845",1,1,1,1,0
"42848",1,1,0,1,1
"42849",0,1,0,1,1
"42850",0,1,1,1,0
"42851",1,1,0,1,1
"42852",1,1,0,1,1
"42854",1,1,1,1,0
"42855",0,1,1,1,0
"42856",1,1,1,1,0
"42857",1,1,0,1,1
"42858",1,1,1,1,0
"42859",0,1,0,1,1
"42861",1,1,1,1,0
"42862",1,1,1,1,0
"42863",1,1,0,1,1
"42864",1,1,0,1,1
"42865",1,1,0,1,1
"42866",1,1,1,1,0
"42867",1,1,0,1,1
"42868",1,1,1,1,0
"42869",1,1,0,1,1
"42870",1,1,1,1,0
"42871",0,1,1,1,0
"42872",1,1,1,1,0
"42873",0,1,1,1,0
"42874",0,1,0,1,1
"42875",0,1,1,1,0
"42878",0,1,0,1,1
"42879",1,1,0,1,1
"42880",0,1,1,1,0
"42881",1,1,1,1,0
"42882",1,1,1,1,0
"42883",1,1,1,1,0
"42884",1,1,0,1,1
"42885",1,1,1,1,0
"42886",0,1,0,1,1
"42887",1,1,0,1,1
"42888",0,1,1,1,0
"42889",1,1,1,1,0
"42890",1,1,1,1,0
"42891",0,1,0,1,1
"42892",1,1,0,1,1
"42893",1,1,1,1,0
"42894",1,1,1,1,0
"42895",0,1,0,1,1
"42896",1,1,0,1,1
"42897",1,1,0,1,1
"42898",1,1,0,1,1
"42899",1,1,0,1,1
"42900",1,1,0,1,1
"42902",1,1,1,1,0
"42903",1,1,1,2,0
"42904",0,1,1,2,0
"42905",1,1,0,2,1
"42906",1,1,0,2,1
"42907",1,1,1,2,0
"42908",1,1,0,2,1
"42909",1,1,1,2,0
"42910",0,1,1,2,0
"42911",0,1,0,2,1
"42912",1,1,0,2,1
"42913",1,1,1,2,0
"42914",0,1,0,2,1
"42915",1,1,0,2,1
"42916",1,1,1,2,0
"42917",1,1,0,2,1
"42918",0,1,1,2,0
"42919",1,1,1,2,0
"42920",1,1,1,2,0
"42921",1,1,1,2,0
"42922",1,1,1,2,0
"42923",1,1,0,2,1
"42924",1,1,0,2,1
"42925",1,1,1,2,0
"42926",0,1,1,2,0
"42927",0,1,1,2,0
"42928",1,1,0,2,1
"42929",0,1,0,2,1
"42930",1,1,1,2,0
"42931",1,1,0,2,1
"42932",0,1,1,2,0
"42933",1,1,0,2,1
"42934",1,1,1,2,0
"42935",1,1,0,2,1
"42936",0,1,1,2,0
"42937",0,1,1,2,0
"42938",0,1,0,2,1
"42939",1,1,0,2,1
"42940",1,1,1,2,0
"42941",0,1,0,2,1
"42942",0,0,0,3,1
"42945",0,0,1,3,0
"42946",0,0,0,3,1
"42947",1,0,1,3,0
"42948",1,0,0,3,1
"42949",1,0,1,3,0
"42954",1,0,0,3,1
"42955",0,0,0,3,1
"42956",1,0,1,3,0
"42957",1,1,1,4,0
"42959",1,1,1,4,0
"42961",1,1,0,4,1
"42962",1,1,0,4,1
"42963",1,1,1,4,0
"42964",1,1,1,4,0
"42965",0,1,0,4,1
"42966",1,1,0,4,1
"42968",1,1,1,4,0
"42969",1,1,0,4,1
"42970",1,1,0,4,1
"42972",1,1,0,4,1
"42973",1,1,0,4,1
"42975",1,1,1,4,0
"42977",1,1,1,4,0
"42978",1,1,0,4,1
"42979",1,1,0,4,1
"42980",0,1,1,4,0
"42981",0,1,0,4,1
"42982",1,1,0,4,1
"42983",1,1,0,4,1
"42984",1,1,1,4,0
"42985",1,1,1,4,0
"42986",1,1,1,4,0
"42987",1,1,0,4,1
"42988",1,1,1,4,0
"42989",1,1,0,4,1
"42990",1,1,1,4,0
"42991",1,1,0,4,1
"42993",1,1,1,4,0
"42994",1,1,0,4,1
"42995",1,1,1,4,0
"42997",1,1,1,4,0
"42998",1,1,0,4,1
"42999",1,1,0,4,1
"43000",1,1,1,4,0
"43001",1,1,0,4,1
"43002",1,1,0,4,1
"43003",1,1,1,4,0
"43004",1,1,1,4,0
"43005",1,1,0,4,1
"43006",1,1,1,4,0
"43007",1,1,1,4,0
"43008",1,1,0,4,1
"43009",1,1,1,4,0
"43010",1,1,1,4,0
"43011",1,1,1,4,0
"43012",1,1,0,4,1
"43014",1,1,0,4,1
"43015",1,1,1,4,0
"43016",1,1,0,4,1
"43017",1,1,1,4,0
"43018",1,1,1,4,0
"43019",1,1,0,4,1
"43020",1,1,0,4,1
"43021",1,1,0,4,1
"43022",1,1,0,4,1
"43023",1,1,0,4,1
"43024",1,1,0,4,1
"43025",1,1,1,4,0
"43026",1,1,1,4,0
"43027",1,1,0,4,1
"43029",1,1,0,4,1
"43030",1,1,0,4,1
"43031",1,1,0,4,1
"43032",1,1,1,4,0
"43033",0,1,1,4,0
"43034",1,1,0,4,1
"43035",1,1,0,4,1
"43036",0,1,0,4,1
"43037",1,1,1,4,0
"43038",1,1,1,4,0
"43039",1,1,1,4,0
"43040",1,1,0,4,1
"43041",1,1,1,4,0
"43042",1,1,0,4,1
"43043",1,1,0,4,1
"43044",1,1,1,4,0
"43045",1,1,0,4,1
"43046",1,1,1,4,0
"43047",1,1,1,4,0
"43048",1,1,0,4,1
"43049",1,1,0,4,1
"43050",1,1,0,4,1
"43051",1,1,0,4,1
"43052",1,1,1,4,0
"43053",1,1,0,4,1
"43054",1,1,0,4,1
"43055",1,1,0,4,1
"43056",1,1,1,4,0
"43059",1,1,0,4,1
"43061",1,1,0,4,1
"43062",1,1,0,4,1
"43063",1,1,0,4,1
"43064",1,1,1,4,0
"43065",1,1,0,4,1
"43066",0,1,1,4,0
"43068",1,1,0,4,1
"43069",1,1,1,4,0
"43070",1,1,1,4,0
"43071",1,1,0,4,1
"43072",1,1,1,4,0
"43073",0,1,0,4,1
"43074",1,1,1,4,0
"43075",1,1,1,4,0
"43076",1,1,0,4,1
"43077",1,1,0,4,1
"43079",0,1,0,4,1
"43080",1,1,0,4,1
"43081",1,1,1,4,0
"43082",1,1,0,4,1
"43083",1,1,1,4,0
"43084",1,1,0,4,1
"43085",1,1,1,4,0
"43086",1,1,1,4,0
"43087",1,1,1,4,0
"43088",1,1,0,4,1
"43089",1,1,1,4,0
"43090",1,1,0,4,1
"43091",1,1,1,4,0
"43092",1,1,0,4,1
"43093",1,1,0,4,1
"43094",0,1,0,4,1
"43095",1,1,0,4,1
"43096",1,1,0,4,1
"43099",1,1,1,4,0
"43100",1,1,0,4,1
"43101",1,1,0,4,1
"43103",1,1,0,5,1
"43106",1,1,1,5,0
"43108",1,1,1,5,0
"43111",1,1,0,5,1
"43112",0,1,0,5,1
"43113",1,1,0,5,1
"43115",1,1,1,5,0
"43118",1,1,1,5,0
"43120",1,1,1,5,0
"43121",1,1,0,5,1
"43125",1,1,0,5,1
"43127",1,1,0,5,1
"43128",1,1,1,5,0
"43131",1,1,0,5,1
"43138",1,1,1,5,0
"43139",0,1,0,5,1
"43141",1,1,0,5,1
"43142",1,1,1,5,0
"43143",1,1,0,5,1
"43144",1,1,1,5,0
"43145",1,1,0,5,1
"43148",1,1,0,5,1
"43150",1,1,1,5,0
"43151",1,1,1,5,0
"43154",1,1,1,5,0
"43155",1,1,0,5,1
"43157",1,1,0,5,1
"43159",1,1,0,5,1
"43160",1,1,0,5,1
"43161",1,1,1,6,0
"43163",1,1,1,6,0
"43164",1,1,0,6,1
"43165",1,1,0,6,1
"43166",1,1,1,6,0
"43167",1,1,0,6,1
"43168",1,1,0,6,1
"43169",0,1,1,6,0
"43170",1,1,0,6,1
"43171",1,1,0,6,1
"43172",1,1,0,6,1
"43173",1,1,0,6,1
"43174",1,1,0,6,1
"43175",0,1,1,6,0
"43176",1,1,1,6,0
"43177",1,1,1,6,0
"43178",1,1,0,6,1
"43179",1,1,0,6,1
"43180",1,1,1,6,0
"43181",1,1,0,6,1
"43182",1,1,1,6,0
"43183",1,1,0,6,1
"43184",1,1,0,6,1
"43185",1,1,0,6,1
"43186",1,1,0,6,1
"43187",1,1,0,6,1
"43188",1,1,1,6,0
"43189",1,1,0,6,1
"43190",1,1,0,7,1
"43191",1,1,0,7,1
"43192",1,1,1,7,0
"43193",1,1,0,7,1
"43194",1,1,1,7,0
"43195",1,1,1,7,0
"43196",1,1,1,7,0
"43197",0,1,1,8,0
"43198",1,1,0,8,1
"43199",1,1,1,8,0
"43200",1,1,0,8,1
"43201",1,1,1,8,0
"43202",1,1,0,8,1
"43203",1,1,0,8,1
"43205",0,1,1,8,0
"43206",0,1,0,8,1
"43207",0,1,1,8,0
"43208",0,1,0,8,1
"43209",1,1,1,8,0
"43210",0,1,1,8,0
"43211",0,1,1,8,0
"43212",1,1,1,8,0
"43213",0,1,1,8,0
"43214",1,1,0,8,1
"43215",1,1,1,9,0
"43216",0,1,1,9,0
"43218",1,1,0,10,1
"43219",1,1,0,10,1
"43220",1,1,0,10,1
"43221",1,1,1,10,0
"43222",1,1,1,10,0
"43223",1,1,1,10,0
"43224",1,1,1,10,0
"43225",1,1,0,10,1
"43226",1,1,1,10,0
"43227",1,1,1,10,0
"43228",1,1,0,10,1
"43229",1,1,0,10,1
"43230",0,1,0,10,1
"43231",1,1,0,10,1
"43232",0,1,0,10,1
"43233",0,1,1,10,0
"43234",1,1,1,10,0
"43235",0,1,0,10,1
"43236",1,1,0,10,1
"43237",1,1,1,10,0
"43238",1,1,0,10,1
"43239",0,1,0,10,1
"43240",1,1,0,10,1
"43241",1,1,0,10,1
"43242",0,1,1,10,0
"43243",1,1,0,10,1
"43244",1,1,1,10,0
"43245",0,1,1,11,0
"43246",1,1,0,11,1
"43247",1,1,0,11,1
"43248",1,1,0,11,1
"43249",0,1,1,11,0
"43250",1,1,1,11,0
"43251",1,1,0,11,1
"43252",1,1,0,11,1
"43253",0,1,0,11,1
"43254",1,1,1,11,0
"43255",1,1,0,11,1
"43256",1,1,0,11,1
"43257",1,1,1,11,0
"43258",0,1,1,11,0
"43260",1,1,1,11,0
"43263",1,1,1,11,0
"43264",1,1,0,11,1
"43265",1,1,0,11,1
"43266",1,1,1,11,0
"43267",1,1,1,11,0
"43268",1,1,0,11,1
"43269",0,1,1,11,0
"43270",1,1,0,11,1
"43271",1,1,1,11,0
"43272",0,1,0,11,1
"43273",1,1,1,11,0
"43274",1,1,0,11,1
"43276",0,1,0,11,1
"43277",1,1,1,11,0
"43278",1,1,0,11,1
"43279",1,1,1,11,0
"43280",1,1,1,11,0
"43281",1,1,0,11,1
"43282",0,1,1,11,0
"43283",1,1,0,11,1
"43285",1,1,0,11,1
"43287",1,1,0,11,1
"43288",0,1,1,11,0
"43289",1,1,1,11,0
"43291",0,1,1,11,0
"43292",0,1,1,11,0
"43293",1,1,0,11,1
"43295",0,1,1,11,0
"43297",1,1,1,11,0
"43298",1,1,1,11,0
"43299",0,1,1,11,0
"43300",1,1,0,11,1
"43301",1,1,0,11,1
"43302",0,1,1,11,0
"43303",1,1,0,11,1
"43304",1,1,0,11,1
"43305",0,1,1,11,0
"43306",0,1,1,11,0
"43307",1,1,0,11,1
"43308",1,1,1,11,0
"43309",1,1,0,11,1
"43310",0,1,0,11,1
"43311",1,1,0,11,1
"43313",1,1,0,11,1
"43314",1,1,0,11,1
"43315",0,1,1,11,0
"43316",0,1,1,11,0
"43317",1,1,0,11,1
"43318",1,1,0,11,1
"43319",1,1,0,11,1
"43320",1,1,0,11,1
"43321",0,1,0,11,1
"43323",0,1,0,11,1
"43324",1,1,1,11,0
"43325",1,1,1,11,0
"43326",1,1,0,11,1
"43327",0,1,1,11,0
"43328",1,1,1,11,0
"43329",1,1,1,11,0
"43330",0,1,1,11,0
"43331",1,1,1,11,0
"43332",0,1,1,11,0
"43333",1,1,0,11,1
"43334",0,1,1,11,0
"43335",1,1,0,11,1
"43336",1,1,1,11,0
"43337",1,1,1,11,0
"43338",1,1,0,11,1
"43339",1,1,0,11,1
"43340",1,1,1,11,0
"43341",1,1,0,11,1
"43343",1,1,0,11,1
"43345",1,1,0,11,1
"43346",1,1,0,11,1
"43348",0,1,0,11,1
"43349",1,1,0,11,1
"43350",1,1,0,11,1
"43351",1,1,1,11,0
"43352",1,1,0,11,1
"43353",0,1,0,11,1
"43355",1,1,1,11,0
"43356",1,1,0,11,1
"43357",1,1,1,11,0
"43358",1,1,0,11,1
"43359",1,1,1,11,0
"43360",0,1,1,11,0
"43361",1,1,0,11,1
"43362",1,1,1,11,0
"43363",1,1,0,11,1
"43364",0,1,0,11,1
"43366",1,1,0,11,1
"43367",1,1,0,11,1
"43368",0,1,0,11,1
"43369",1,1,1,11,0
"43370",1,1,0,11,1
"43371",1,1,1,11,0
"43372",1,1,0,11,1
"43374",1,1,0,11,1
"43376",1,1,0,11,1
"43377",1,1,0,11,1
"43378",1,1,0,11,1
"43379",1,1,0,11,1
"43380",0,1,0,11,1
"43381",1,1,0,11,1
"43382",1,1,1,11,0
"43383",1,1,1,11,0
"43385",1,1,0,11,1
"43386",1,1,1,11,0
"43387",1,1,0,11,1
"43388",1,1,1,11,0
"43389",1,1,1,11,0
"43390",0,1,0,11,1
"43391",1,1,0,11,1
"43392",1,1,1,11,0
"43393",0,1,0,11,1
"43394",1,1,1,11,0
"43395",1,1,0,11,1
"43396",1,1,1,11,0
"43400",1,1,0,11,1
"43401",0,1,0,11,1
"43402",0,1,0,11,1
"43403",1,1,0,11,1
"43404",1,1,1,11,0
"43405",0,1,1,11,0
"43407",1,1,0,11,1
"43408",1,1,1,11,0
"43409",1,1,0,11,1
"43410",1,1,0,11,1
"43411",1,1,0,11,1
"43412",1,1,0,11,1
"43413",1,1,1,12,0
"43414",1,1,0,12,1
"43415",1,1,0,12,1
"43416",1,1,0,12,1
"43417",1,1,0,12,1
"43418",1,1,0,12,1
"43419",1,1,1,12,0
"43420",1,1,0,12,1
"43421",1,1,1,12,0
"43422",1,1,1,12,0
"43423",0,1,1,12,0
"43424",1,1,0,12,1
"43425",0,1,1,12,0
"43427",1,1,0,12,1
"43428",1,1,0,12,1
"43429",1,1,0,12,1
"43430",1,1,0,12,1
"43431",1,1,1,12,0
"43432",1,1,0,12,1
"43433",1,1,0,12,1
"43434",1,1,0,12,1
"43435",1,1,0,12,1
"43437",1,1,1,12,0
"43438",1,1,1,12,0
"43439",1,1,0,12,1
"43440",0,1,1,12,0
"43441",1,1,1,12,0
"43442",1,1,1,12,0
"43443",1,1,0,12,1
"43444",1,1,1,12,0
"43445",1,1,0,12,1
"43446",1,1,0,12,1
"43447",1,1,0,12,1
"43448",1,1,0,12,1
"43449",1,1,1,12,0
"43450",1,1,0,12,1
"43451",1,1,0,12,1
"43452",1,1,0,12,1
"43453",1,1,0,12,1
"43454",1,1,0,12,1
"43455",1,1,1,12,0
"43456",0,0,0,13,1
"43457",0,0,1,13,0
"43458",1,0,0,13,1
"43459",1,0,1,13,0
"43460",1,0,0,13,1
"43461",1,0,0,13,1
"43462",1,0,0,13,1
"43463",1,0,1,13,0
"43464",0,0,1,13,0
"43465",1,0,1,13,0
"43467",0,0,1,13,0
"43468",1,0,0,13,1
"43469",0,0,1,13,0
"43470",1,0,0,13,1
"43471",1,0,0,13,1
"43472",0,0,1,13,0
"43473",1,0,1,13,0
"43474",1,0,1,13,0
"43475",1,0,0,13,1
"43476",1,0,0,13,1
"43477",1,0,1,13,0
"43478",1,0,1,13,0
"43479",1,0,0,13,1
"43480",0,0,0,13,1
"43481",1,0,0,13,1
"43482",0,0,0,13,1
"43483",1,0,0,13,1
"43484",0,0,0,13,1
"43486",1,0,0,13,1
"43487",1,0,0,13,1
"43488",0,0,0,13,1
"43489",1,0,1,13,0
"43491",1,0,0,13,1
"43492",1,0,0,13,1
"43493",1,1,0,14,1
"43494",0,1,1,14,0
"43495",0,1,1,14,0
"43496",0,1,1,14,0
"43497",0,1,1,14,0
"43498",1,1,1,14,0
"43499",0,1,1,14,0
"43501",0,1,0,14,1
"43502",0,1,0,14,1
"43503",1,1,0,14,1
"43504",1,1,1,14,0
"43505",1,1,0,14,1
"43506",1,1,0,14,1
"43507",0,1,0,14,1
"43508",0,1,0,14,1
"43509",0,1,1,14,0
"43510",1,1,0,14,1
"43511",1,1,0,14,1
"43512",1,1,0,14,1
"43513",0,1,0,14,1
"43514",1,1,1,14,0
"43515",0,1,0,14,1
"43516",1,1,0,14,1
"43518",0,1,1,14,0
"43520",1,1,0,14,1
"43521",0,1,0,14,1
"43522",0,1,1,14,0
"43523",1,1,1,14,0
"43524",1,1,1,14,0
"43525",1,1,0,14,1
"43526",1,1,0,14,1
"43527",1,1,1,14,0
"43529",1,1,1,14,0
"43530",1,1,0,14,1
"43531",0,1,0,14,1
"43532",1,1,0,14,1
"43533",1,1,0,14,1
"43534",1,1,0,14,1
"43535",0,1,0,14,1
"43536",1,1,1,14,0
"43537",1,1,1,14,0
"43538",0,1,1,14,0
"43539",1,1,0,14,1
"43540",0,1,1,14,0
"43541",1,1,0,14,1
"43542",0,1,1,14,0
"43543",1,1,0,14,1
"43544",1,1,0,14,1
"43545",0,1,0,14,1
"43546",0,1,1,14,0
"43547",0,1,1,14,0
"43548",1,1,1,14,0
"43549",1,1,0,14,1
"43550",1,1,1,14,0
"43551",0,1,1,14,0
"43552",0,1,1,14,0
"43554",0,1,0,14,1
"43555",0,1,0,14,1
"43556",0,1,0,14,1
"43557",1,0,0,15,1
"43558",1,0,1,15,0
"43559",1,0,1,15,0
"43560",1,0,1,15,0
"43561",0,0,0,15,1
"43562",1,0,1,15,0
"43563",1,0,0,15,1
"43565",1,0,1,15,0
"43566",1,0,0,15,1
"43567",1,0,1,15,0
"43568",1,0,1,15,0
"43569",1,0,1,15,0
"43570",1,0,0,15,1
"43571",0,0,0,15,1
"43572",1,0,0,15,1
"43573",0,0,0,15,1
"43574",1,0,1,15,0
"43575",0,0,1,15,0
"43576",0,0,0,15,1
"43577",1,0,0,15,1
"43578",1,0,0,15,1
"43579",1,0,0,15,1
"43580",1,1,1,16,0
"43583",0,1,1,16,0
"43584",1,1,1,16,0
"43585",0,1,1,16,0
"43586",1,1,1,16,0
"43587",1,1,0,16,1
"43588",1,1,1,16,0
"43589",1,1,1,16,0
"43590",1,1,1,16,0
"43591",1,1,0,16,1
"43592",1,1,1,16,0
"43593",1,1,1,16,0
"43594",1,1,1,16,0
"43595",1,1,0,16,1
"43596",1,1,0,16,1
"43597",0,1,1,16,0
"43598",1,1,1,16,0
"43599",1,1,1,16,0
"43600",0,1,1,16,0
"43601",1,1,1,16,0
"43603",1,1,1,16,0
"43604",1,1,1,16,0
"43605",1,1,1,16,0
"43606",1,1,1,16,0
"43607",1,1,1,16,0
"43608",1,1,1,16,0
"43609",1,1,1,16,0
"43610",1,1,0,16,1
"43611",1,1,0,16,1
"43612",1,1,1,16,0
"43613",1,1,0,16,1
"43614",1,1,1,16,0
"43615",1,1,0,17,1
"43616",1,1,0,17,1
"43617",1,1,1,17,0
"43618",1,1,0,17,1
"43619",1,1,0,17,1
"43620",1,1,0,17,1
"43621",1,1,0,17,1
"43622",1,1,0,17,1
"43623",1,1,1,17,0
"43624",1,1,1,17,0
"43625",1,1,1,17,0
"43626",1,1,1,17,0
"43627",1,1,0,17,1
"43628",1,1,0,17,1
"43629",1,1,0,17,1
"43630",1,1,1,17,0
"43631",1,1,1,17,0
"43632",1,1,1,17,0
"43633",1,1,1,17,0
"43635",1,1,0,17,1
"43636",1,1,0,17,1
"43637",1,1,1,17,0
"43638",1,1,1,17,0
"43639",1,1,0,17,1
"43640",1,1,0,17,1
"43641",1,1,1,17,0
"43642",1,1,0,17,1
"43643",1,1,0,17,1
"43644",0,1,0,17,1
"43645",1,1,0,17,1
"43646",1,1,1,17,0
"43647",1,1,0,17,1
"43648",1,1,0,17,1
"43649",1,1,1,17,0
"43650",1,1,0,17,1
"43651",1,1,0,17,1
"43652",1,1,0,17,1
"43653",0,1,0,17,1
"43654",1,1,1,17,0
"43656",0,1,0,17,1
"43657",1,1,0,17,1
"43658",1,1,1,17,0
"43659",1,1,0,17,1
"43660",1,1,0,17,1
"43661",1,1,1,17,0
"43662",1,1,1,17,0
"43663",1,1,0,17,1
"43664",1,1,1,17,0
"43665",1,1,1,17,0
"43666",1,1,0,17,1
"43667",1,1,0,17,1
"43668",1,1,0,17,1
"43669",1,1,1,17,0
"43670",1,1,0,17,1
"43671",1,1,1,17,0
"43672",1,1,0,17,1
"43673",1,1,1,17,0
"43674",1,1,0,17,1
"43675",1,1,1,17,0
"43676",1,1,1,17,0
"43677",1,1,0,18,1
"43678",1,1,1,18,0
"43679",1,1,0,18,1
"43680",1,1,1,18,0
"43681",1,1,0,18,1
"43682",1,1,0,18,1
"43683",1,1,1,18,0
"43684",1,1,0,18,1
"43685",1,1,0,18,1
"43686",1,1,0,18,1
"43687",1,1,0,18,1
"43688",1,1,0,18,1
"43689",1,1,0,18,1
"43690",1,1,1,18,0
"43691",1,1,0,18,1
"43692",1,1,0,18,1
"43693",1,1,1,18,0
"43694",1,1,0,18,1
"43695",1,1,0,18,1
"43696",1,1,0,18,1
"43697",1,1,1,18,0
"43698",1,1,0,18,1
"43699",1,1,0,18,1
"43700",1,1,0,18,1
"43701",1,1,1,18,0
"43702",1,1,0,18,1
"43703",1,1,1,18,0
"43704",1,1,1,18,0
"43705",1,1,0,18,1
"43706",1,0,1,19,0
"43707",1,0,1,19,0
"43708",1,0,1,19,0
"43709",1,0,0,19,1
"43710",1,0,0,19,1
"43711",1,0,1,19,0
"43712",1,0,1,19,0
"43713",1,0,1,19,0
"43714",1,0,1,19,0
"43715",1,0,1,19,0
"43716",1,0,0,19,1
"43717",1,0,0,19,1
"43718",1,0,1,19,0
"43719",1,0,1,19,0
"43720",1,0,1,19,0
"43721",1,0,0,19,1
"43723",1,0,1,19,0
"43724",1,0,1,19,0
"43725",1,0,0,19,1
"43726",1,0,0,19,1
"43727",1,0,0,19,1
"43728",1,0,0,19,1
"43729",1,0,1,19,0
"43730",1,0,0,19,1
"43731",1,0,0,19,1
"43732",1,0,1,19,0
"43733",1,0,0,19,1
"43734",1,0,0,19,1
"43735",1,0,1,19,0
"43736",1,0,0,19,1
"43737",1,0,1,19,0
"43738",1,0,1,19,0
"43739",1,0,1,19,0
"43740",1,0,0,19,1
"43741",1,0,0,19,1
"43742",1,0,0,19,1
"43743",0,0,1,19,0
"43745",1,1,1,20,0
"43746",1,1,1,20,0
"43747",1,1,1,20,0
"43748",1,1,1,20,0
"43749",0,1,0,20,1
"43750",1,1,1,20,0
"43751",1,1,1,20,0
"43752",1,1,1,20,0
"43754",1,1,0,20,1
"43755",1,1,1,20,0
"43756",0,1,0,20,1
"43757",1,1,1,20,0
"43758",0,1,1,20,0
"43759",0,1,0,20,1
"43760",1,1,0,20,1
"43761",1,1,1,20,0
"43762",1,1,0,20,1
"43763",1,1,1,20,0
"43764",0,1,1,20,0
"43765",0,1,1,20,0
"43766",0,1,0,20,1
"43767",1,1,1,20,0
"43769",1,1,0,20,1
"43770",0,1,1,20,0
"43771",1,1,0,20,1
"43772",1,1,0,20,1
"43773",0,1,1,20,0
"43774",1,1,0,20,1
"43776",1,1,1,20,0
"43777",0,1,0,20,1
"43778",1,1,0,20,1
"43779",1,1,1,20,0
"43780",0,1,0,20,1
"43781",1,1,1,20,0
"43782",0,1,0,20,1
"43783",1,1,0,20,1
"43784",1,1,1,20,0
"43785",1,1,1,20,0
"43786",1,1,1,20,0
"43787",1,1,1,20,0
"43788",1,1,1,20,0
"43789",1,1,0,20,1
"43790",1,0,0,21,1
"43791",1,0,0,21,1
"43792",0,0,1,21,0
"43793",1,0,0,21,1
"43794",1,1,0,22,1
"43795",1,1,1,22,0
"43796",1,1,0,22,1
"43797",1,1,0,22,1
"43798",1,1,1,22,0
"43799",1,1,0,22,1
"43800",1,1,0,22,1
"43801",1,1,1,22,0
"43802",0,1,0,22,1
"43803",1,1,1,22,0
"43804",0,1,0,22,1
"43805",1,1,0,22,1
"43806",1,1,1,22,0
"43807",1,1,0,22,1
"43808",1,1,1,22,0
"43809",1,1,0,22,1
"43810",1,1,0,22,1
"43811",1,1,0,22,1
"43812",1,1,1,22,0
"43813",1,1,1,22,0
"43814",1,1,1,22,0
"43815",1,1,1,22,0
"43816",1,1,0,22,1
"43817",1,1,1,22,0
"43818",1,1,1,23,0
"43819",1,1,1,23,0
"43820",1,1,0,23,1
"43821",1,1,1,23,0
"43822",1,1,1,23,0
"43823",1,1,1,23,0
"43824",1,1,1,23,0
"43825",1,1,1,23,0
"43826",1,1,0,23,1
"43827",1,1,0,23,1
"43828",1,1,0,23,1
"43829",1,1,1,23,0
"43830",1,1,0,23,1
"43831",1,1,0,23,1
"43832",1,1,0,23,1
"43833",1,1,0,23,1
"43834",1,1,1,23,0
"43835",1,1,0,23,1
"43836",1,1,0,23,1
"43837",0,1,1,23,0
"43838",1,1,0,23,1
"43839",1,1,0,23,1
"43840",1,1,0,23,1
"43841",1,1,1,23,0
"43842",1,1,1,23,0
"43843",1,1,1,23,0
"43844",1,1,1,23,0
"43845",1,1,1,23,0
"43846",1,1,1,23,0
"43847",1,1,0,23,1
"43848",1,1,1,23,0
"43849",1,1,1,23,0
"43850",0,1,0,23,1
"43851",1,1,1,23,0
"43852",1,1,1,23,0
"43853",0,1,0,23,1
"43854",1,1,0,23,1
"43855",1,1,1,23,0
"43856",0,1,1,23,0
"43857",1,1,1,23,0
"43858",1,1,1,23,0
"43859",1,1,0,23,1
"43860",1,1,1,23,0
"43861",1,1,0,23,1
"43862",1,1,1,23,0
"43863",1,1,0,23,1
"43864",0,1,1,23,0
"43865",1,1,0,23,1
"43866",0,1,0,23,1
"43867",1,1,1,23,0
"43868",1,1,1,23,0
"43869",0,1,0,23,1
"43871",1,1,0,23,1
"43872",1,1,0,23,1
"43873",1,1,1,23,0
"43874",1,1,1,23,0
"43875",1,1,0,23,1
"43876",1,1,1,23,0
"43877",1,1,1,23,0
"43878",1,1,0,23,1
"43879",1,1,1,23,0
"43880",1,1,1,23,0
"43881",1,1,0,23,1
"43882",1,1,1,23,0
"43883",1,1,0,23,1
"43884",1,1,1,23,0
"43885",0,1,0,23,1
"43886",1,1,0,23,1
"43887",1,1,0,23,1
"43888",1,1,1,23,0
"43889",1,1,0,23,1
"43890",1,1,0,23,1
"43891",0,1,1,23,0
"43892",1,1,1,23,0
"43893",1,1,0,23,1
"43894",0,1,0,23,1
"43895",1,1,1,23,0
"43896",1,1,1,23,0
"43897",0,1,0,23,1
"43898",0,1,0,23,1
"43899",1,1,0,23,1
"43900",1,1,1,23,0
"43902",1,1,0,23,1
"43903",1,1,1,23,0
"43904",0,1,1,23,0
"43905",1,1,0,23,1
"43906",1,1,1,23,0
"43907",0,1,0,23,1
"43908",1,1,0,23,1
"43909",1,1,1,23,0
"43910",1,1,1,23,0
"43911",1,1,0,23,1
"43912",1,1,1,23,0
"43913",1,1,1,23,0
"43914",1,1,1,23,0
"43915",1,1,0,23,1
"43916",1,1,0,23,1
"43917",1,1,0,23,1
"43918",1,1,0,23,1
"43919",1,1,0,23,1
"43920",0,1,0,23,1
"43921",1,1,0,23,1
"43922",1,1,0,23,1
"43923",1,0,1,24,0
"43925",0,0,0,24,1
"43926",0,0,0,24,1
"43927",1,0,1,24,0
